dedupe_key,doi,scopus_id,title,year,pub,manually_retrieved
ty:developmentofmatnurseryraisinganduprootingtechniquesforpaddyoryzasativalcropandtheirfieldevaluationwithmechanicaltransplanterforsoutheastasia:2020,,85096135184,Development of mat nursery raising and uprooting techniques for paddy (Oryza Sativa L) crop and their field evaluation with mechanical transplanter for South East Asia,2020,AMA Agricultural Mechanization in Asia Africa and Latin America,
ty:integratedcoastalzonemanagementpracticesforsundarbansindia:2020,,85085756867,"Integrated coastal zone management practices for Sundarbans, India",2020,Indian Journal of Geo Marine Sciences,
doi:10.3390/ijerph17041226,10.3390/ijerph17041226,85079573422,"Understanding the resilience of different farming strategies in coping with geo-hazards: A case study in chongqing, china",2020,International Journal of Environmental Research and Public Health,
doi:10.3390/su12041650,10.3390/su12041650,85081235057,"Fatalism, climate resiliency training and farmers' adaptation responses: Implications for sustainable rainfed-wheat production in Pakistan",2020,Sustainability Switzerland,
doi:10.1007/s10584-019-02532-4,10.1007/s10584-019-02532-4,85072216736,Yield implications of date and cultivar adaptation to wheat phenological shifts: a survey of farmers in Turkey,2020,Climatic Change,
doi:10.1007/s12571-019-00993-0,10.1007/s12571-019-00993-0,85076852244,"Impacts of smallholder agricultural adaptation on food security: evidence from Africa, Asia, and Central America",2020,Food Security,
doi:10.1093/erae/jbz030,10.1093/erae/jbz030,85085152925,"Natural disasters, land and labour",2020,European Review of Agricultural Economics,
doi:10.1007/s40974-019-00144-3,10.1007/s40974-019-00144-3,85076310676,"Traditional bun shifting cultivation practice in Meghalaya, Northeast India",2020,Energy Ecology and Environment,
doi:10.1016/j.agsy.2019.102746,10.1016/j.agsy.2019.102746,85075529133,Cost and effectiveness of in-season strategies for coping with weather variability in Pakistan's agriculture,2020,Agricultural Systems,
doi:10.1016/j.envsci.2019.11.010,10.1016/j.envsci.2019.11.010,85078741825,Reaching out? Governing weather and climate services (WCS) for farmers,2020,Environmental Science and Policy,
doi:10.1007/s10584-019-02605-4,10.1007/s10584-019-02605-4,85076225345,"Management of drought in sali rice under increasing rainfall variability in the North Bank Plains Zone of Assam, North East India",2020,Climatic Change,
doi:10.13930/j.cnki.cjea.190734,10.13930/j.cnki.cjea.190734,85084407404,Effects of water stress at different growth stages on leaf physiological changes and fruit development of grape in greenhouse,2020,Chinese Journal of Eco Agriculture,
doi:10.13930/j.cnki.cjea.190707,10.13930/j.cnki.cjea.190707,85084388050,"Effects of ridge-furrow rainwater harvesting with biochar-soil crust mulching on ridge runoff, soil hydrothermal properties, and sainfoin yield",2020,Chinese Journal of Eco Agriculture,
doi:10.1088/1755-1315/423/1/012027,10.1088/1755-1315/423/1/012027,85081099180,"Agronomic and social strategies on food crop production for climate change adaptation at Palu Valley, Central Sulawesi, Indonesia",2020,Iop Conference Series Earth and Environmental Science,
doi:10.1088/1755-1315/423/1/012057,10.1088/1755-1315/423/1/012057,85081112498,"Evaluation of conservation application in dryland maize farming in Central Java Province, Indonesia under climate change",2020,Iop Conference Series Earth and Environmental Science,
doi:10.1088/1755-1315/423/1/012056,10.1088/1755-1315/423/1/012056,85081098670,"Communication of Salak Pondoh farmers group in Yogyakarta, Indonesia to addressing climate change",2020,Iop Conference Series Earth and Environmental Science,
doi:10.1108/ijccsm-04-2019-0023,10.1108/ijccsm-04-2019-0023,85077594759,"Sunshine, temperature and wind: Community risk assessment of climate change, indigenous knowledge and climate change adaptation planning in Ghana",2020,International Journal of Climate Change Strategies and Management,
doi:10.1108/ijccsm-09-2018-0065,10.1108/ijccsm-09-2018-0065,85071666172,"Learning adaptation to climate change from past climate extremes:: Evidence from recent climate extremes in Haryana, India",2020,International Journal of Climate Change Strategies and Management,
doi:10.1108/meq-04-2019-0076,10.1108/meq-04-2019-0076,85073966638,"Risk perceptions and adaptation strategies of smallholder farmers to climate change and variability in North Shoa Zone, Ethiopia",2020,Management of Environmental Quality an International Journal,
doi:10.1080/19315260.2019.1573393,10.1080/19315260.2019.1573393,85060866411,How do climate change adaptation strategies result in unintended maladaptive outcomes? Perspectives of tomato farmers,2020,International Journal of Vegetable Science,
doi:10.1080/10371656.2020.1758434,10.1080/10371656.2020.1758434,85084345921,Indigenous knowledge indicators in determining climate variability in rural Ghana,2020,Rural Society,
doi:10.1080/14735903.2019.1658841,10.1080/14735903.2019.1658841,85076928907,A participatory framework for feasibility assessments of climate change resilience strategies for smallholders: lessons from coffee cooperatives in Latin America,2020,International Journal of Agricultural Sustainability,
doi:10.1504/ijsami.2020.112863,10.1504/ijsami.2020.112863,85100694305,Precision farming and climate change adaptation strategies used among cowpea farmers,2020,International Journal of Sustainable Agricultural Management and Informatics,
doi:10.3390/ijerph17010085,10.3390/ijerph17010085,85077251493,"Farmers’ risk cognition, risk preferences and climate change adaptive behavior: A structural equation modeling approach",2020,International Journal of Environmental Research and Public Health,
doi:10.17582/journal.pjar/2020/33.3.619.636,10.17582/journal.pjar/2020/33.3.619.636,85130539974,Impact of Climate Change Awareness on Climate Change Adaptions and Climate Change Adaptation Issues,2020,Pakistan Journal of Agricultural Research,
doi:10.1080/23311886.2020.1720555,10.1080/23311886.2020.1720555,85079375876,Climate change adaptation by subsistence and smallholder farmers: Insights from three agro-ecological regions of Nepal,2020,Cogent Social Sciences,
ty:factorsinfluencingtheadoptionofclimatechangeadaptationsamongricegrowersindoisaketdistrictchiangmaiprovincethailand:2020,,85081273914,"Factors influencing the adoption of climate change adaptation samong rice growers in Doi Saket District, Chiang Mai Province, Thailand",2020,International Journal of Agricultural Technology,
doi:10.1007/978-3-030-37425-9_41,10.1007/978-3-030-37425-9_41,85079832301,SMART Agriculture and Rural Farmers Adaptation Measures to Climate Change in Southeast Nigeria: Implications for Sustainable Food Security,2020,Climate Change Management,
ty:farmersperceptionofclimatechangeandvariabilityinthenortheastdistrictofbotswana:2020,,85084652451,Farmers’ perception of climate change and variability in the North-East District of Botswana,2020,Livestock Research for Rural Development,
ty:factorsaffectingfarmersperceptionandadaptationbehaviorinresponsetoclimatechangeinhamedanprovinceiran:2020,,85087529064,"Factors affecting farmers' perception and adaptation behavior in response to climate change in Hamedan province, Iran",2020,Journal of Agricultural Science and Technology,
doi:10.31018/jans.v12i2.2241,10.31018/jans.v12i2.2241,85087838903,"Understanding of farmers' perception of climate change and adaptation strategies: A case study in jhargram district of west bengal, india",2020,Journal of Applied and Natural Science,
doi:10.1108/ajems-04-2019-0155,10.1108/ajems-04-2019-0155,85099422763,Sustainability responses to climate-smart adaptation in Africa: implication for food security among farm households in the Central Region of Ghana,2020,African Journal of Economic and Management Studies,
doi:10.3390/atmos11080827,10.3390/atmos11080827,85089948200,Farmers' perceptions of climate change and agricultural adaptation in Burkina Faso,2020,Atmosphere,
doi:10.1111/agec.12538,10.1111/agec.12538,85076727532,Peer effects and the choice of adaptation strategies,2020,Agricultural Economics United Kingdom,
ty:analysisofperceptionandadaptationofmaizebasedfarminghouseholdstoclimatechangeinnigeria:2020,,85110167731,Analysis of perception and adaptation of maize–based farming households to climate change in nigeria,2020,Tropical Agriculture,
doi:10.1177/1178622120951173,10.1177/1178622120951173,85091358523,"Impact of Climate Change and Adaptation Measures on Transhumance Herding System in Gatlang, Rasuwa",2020,Air Soil and Water Research,
doi:10.1007/978-3-030-36875-3_23,10.1007/978-3-030-36875-3_23,85078079144,"Food security in the face of climate change at kafa biosphere reserve, Ethiopia",2020,Climate Change Management,
doi:10.1080/0966369x.2020.1786017,10.1080/0966369x.2020.1786017,85087863205,‘Less able’: how gendered subjectivities warp climate change adaptation in Ghana's Central Region,2020,Gender Place and Culture,
doi:10.1007/978-3-030-31543-6_12,10.1007/978-3-030-31543-6_12,85100135029,Evaluation of Different Tillage Systems for Improved Agricultural Production in Drought-Prone Areas of Malawi,2020,Sustainable Development Goals Series,
doi:10.1016/j.crm.2019.100200,10.1016/j.crm.2019.100200,85077932673,Ex-ante and ex-post coping strategies for climatic shocks and adaptation determinants in rural Malawi,2020,Climate Risk Management,
ty:commentaryonclimatechangeandlivestockproductioninthedevelopingworld:2020,,85176332681,COMMENTARY ON CLIMATE CHANGE AND LIVESTOCK PRODUCTION IN THE DEVELOPING WORLD,2020,Encyclopedia of Climate Change Volume 11 11 Volume Set,
doi:10.47125/jesam/2020_sp2/03,10.47125/jesam/2020_sp2/03,85100682565,"Knowledge sharing of farmers’adaptation strategies on climate stresses in Benguet, Philippines",2020,Journal of Environmental Science and Management,
doi:10.1504/ijtgm.2020.106771,10.1504/ijtgm.2020.106771,85084124256,Crop insurance as farmers adaptation for climate change risk on agriculture in Surakarta residency-Indonesia,2020,International Journal of Trade and Global Markets,
doi:10.1080/23311932.2020.1743625,10.1080/23311932.2020.1743625,85100815657,"Gender and impact of climate change adaptation on soybean farmers’ revenue in rural Togo, West Africa",2020,Cogent Food and Agriculture,
ty:dynamicsofsocioeconomicfactorsaffectingclimatevulnerabilityandtechnologyadoptionevidencefromjodhpurdistrictofrajasthan:2020,,85090981664,Dynamics of socio-economic factors affecting climate vulnerability and technology adoption: Evidence from jodhpur district of Rajasthan,2020,Indian Journal of Traditional Knowledge,
doi:10.1504/ijssoc.2020.109771,10.1504/ijssoc.2020.109771,85091980346,Climate change impacts on staple root and tuber crops production: Implications for smallholder farmers' livelihoods in rural Ghana,2020,International Journal of Sustainable Society,
ty:thesmallholderfarmersperceptionsofclimatevariabilityimpactonriceproductionandthecaseofadaptationstrategiesinbanteaymeancheybmccambodia:2020,,85082505271,"The smallholder farmers' perceptions of climate variability impact on rice production and the case of adaptation strategies in Banteay Meanchey, (BMC), Cambodia",2020,International Journal of Agricultural Technology,
doi:10.1007/978-3-030-31543-6_11,10.1007/978-3-030-31543-6_11,85175038495,Strengthening Horticultural Innovation Systems for Adaptation to Effects of Urbanisation and Climate Variability in Peri-Urban Areas,2020,Sustainable Development Goals Series,
doi:10.1007/978-3-030-37425-9_35,10.1007/978-3-030-37425-9_35,85079857751,"Coping with Extreme Weather in Arid Areas, a Case Study of Uzumba Maramba Pfungwe District, Zimbabwe",2020,Climate Change Management,
doi:10.1007/978-3-030-36875-3_19,10.1007/978-3-030-36875-3_19,85078136261,Appraising climate services in Uganda: Impact on adaptation and mitigation of climate change,2020,Climate Change Management,
doi:10.18461/ijfsd.v11i4.57,10.18461/ijfsd.v11i4.57,85100993960,Learning and Adaptation in Food Systems: Insights from Four Case Studies in the Global South,2020,International Journal on Food System Dynamics,
doi:10.18848/1835-7156/cgp/v13i01/111-120,10.18848/1835-7156/cgp/v13i01/111-120,85135507569,"Drivers of Irrigation Technology Adoption among Smallholder Farmers in Keiskammahoek, South Africa",2020,International Journal of Climate Change Impacts and Responses,
