title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
"Mismatched priorities, smallholders, and climate adaptation strategies: landuse scientists, it’s time to step up",2018-07-04,Journal of Land Use Science,10.1080/1747423X.2018.1537313,2-s2.0-85055574354,85055574354,3,https://api.elsevier.com/content/abstract/scopus_id/85055574354
The utility of weather and climate information for adaptation decision-making: current uses and future prospects in Africa and India,2018-07-04,Climate and Development,10.1080/17565529.2017.1318744,2-s2.0-85019238586,85019238586,175,https://api.elsevier.com/content/abstract/scopus_id/85019238586
"Adapting Fisheries and Their Management To Climate Change: A Review of Concepts, Tools, Frameworks, and Current Progress Toward Implementation",2018-07-03,Reviews in Fisheries Science and Aquaculture,10.1080/23308249.2018.1445980,2-s2.0-85045437325,85045437325,59,https://api.elsevier.com/content/abstract/scopus_id/85045437325
"Interactions of social, natural, and technological subsystems and synergy between development and adaptation to floods around Poyang Lake",2018-07-03,Annals of GIS,10.1080/19475683.2018.1471520,2-s2.0-85046659428,85046659428,2,https://api.elsevier.com/content/abstract/scopus_id/85046659428
The Impact of Fair Trade on Smallholders' Capacity to Adapt to Climate Change,2018-07-01,Sustainable Development,10.1002/sd.1712,2-s2.0-85050933568,85050933568,16,https://api.elsevier.com/content/abstract/scopus_id/85050933568
Measuring livelihood resilience: The Household Livelihood Resilience Approach (HLRA),2018-07-01,World Development,10.1016/j.worlddev.2018.02.024,2-s2.0-85044104668,85044104668,273,https://api.elsevier.com/content/abstract/scopus_id/85044104668
Grazing and rangeland management: Trans-human adaptations by Brokpa community in fragile ecosystems of Arunachal Pradesh,2018-07-01,Indian Journal of Traditional Knowledge,,2-s2.0-85048623498,85048623498,6,https://api.elsevier.com/content/abstract/scopus_id/85048623498
"Climate change alters fish community size-structure, requiring adaptive policy targets",2018-07-01,Fish and Fisheries,10.1111/faf.12278,2-s2.0-85044274683,85044274683,42,https://api.elsevier.com/content/abstract/scopus_id/85044274683
Restoring near-shore marine ecosystems to enhance climate security for island ocean states: Aligning international processes and local practices,2018-07-01,Marine Policy,10.1016/j.marpol.2018.01.018,2-s2.0-85041594927,85041594927,46,https://api.elsevier.com/content/abstract/scopus_id/85041594927
Exploitation of differential temperature-sensitivities of crops for improved resilience of tropical smallholder cropping systems to climate change: A case study with temperature responses of tomato and chilli,2018-07-01,Agriculture Ecosystems and Environment,10.1016/j.agee.2017.10.027,2-s2.0-85045221343,85045221343,9,https://api.elsevier.com/content/abstract/scopus_id/85045221343
Questioning triple rice intensification on the Vietnamese mekong delta floodplains: An environmental and economic analysis of current land-use trends and alternatives,2018-07-01,Journal of Environmental Management,10.1016/j.jenvman.2018.03.116,2-s2.0-85044871870,85044871870,89,https://api.elsevier.com/content/abstract/scopus_id/85044871870
Ongoing changes in migration phenology and winter residency at Bracken Bat Cave,2018-07-01,Global Change Biology,10.1111/gcb.14051,2-s2.0-85042041812,85042041812,61,https://api.elsevier.com/content/abstract/scopus_id/85042041812
Comparing smallholder farmers’ perception of climate change with meteorological data: Experience from seven agroecological zones of Tanzania,2018-07-01,Weather Climate and Society,10.1175/WCAS-D-17-0036.1,2-s2.0-85046676123,85046676123,45,https://api.elsevier.com/content/abstract/scopus_id/85046676123
Integrated soil fertility management sequences for reducing climate risk in smallholder crop production systems in southern Africa,2018-07-01,Field Crops Research,10.1016/j.fcr.2018.05.003,2-s2.0-85047166337,85047166337,32,https://api.elsevier.com/content/abstract/scopus_id/85047166337
Climate change and gender equality in developing states,2018-07-01,World Development,10.1016/j.worlddev.2018.02.021,2-s2.0-85044100194,85044100194,220,https://api.elsevier.com/content/abstract/scopus_id/85044100194
Challenges and opportunities for revitalising smallholder irrigation schemes in South Africa,2018-07-01,Water SA,10.4314/wsa.v44i3.11,2-s2.0-85051710419,85051710419,60,https://api.elsevier.com/content/abstract/scopus_id/85051710419
Stepping stones to isolation: Impacts of a changing climate on the connectivity of fragmented fish populations,2018-07-01,Evolutionary Applications,10.1111/eva.12613,2-s2.0-85043715214,85043715214,28,https://api.elsevier.com/content/abstract/scopus_id/85043715214
"Multidimensional Analysis of Water Poverty and Subjective Well-Being: A Case Study on Local Household Variation in Faisalabad, Pakistan",2018-07-01,Social Indicators Research,10.1007/s11205-017-1652-y,2-s2.0-85019749994,85019749994,35,https://api.elsevier.com/content/abstract/scopus_id/85019749994
Assessing the potential for small-scale aquaculture in Cambodia,2018-07-01,Environments Mdpi,10.3390/environments5070076,2-s2.0-85077627033,85077627033,16,https://api.elsevier.com/content/abstract/scopus_id/85077627033
Traditional water mills (Gharats)-A source of rural livelihood in mountainous region of Jammu and Kashmir,2018-07-01,Indian Journal of Traditional Knowledge,,2-s2.0-85048643149,85048643149,8,https://api.elsevier.com/content/abstract/scopus_id/85048643149
Productivity of lactating dairy cows fed diets with teff hay as the sole forage,2018-07-01,Journal of Dairy Science,10.3168/jds.2017-14118,2-s2.0-85045956129,85045956129,14,https://api.elsevier.com/content/abstract/scopus_id/85045956129
"Review article: A systematic literature review of research trends and authorships on natural hazards, disasters, risk reduction and climate change in Indonesia",2018-06-27,Natural Hazards and Earth System Sciences,10.5194/nhess-18-1785-2018,2-s2.0-85049160750,85049160750,66,https://api.elsevier.com/content/abstract/scopus_id/85049160750
Effect of climate variability on crop income and indigenous adaptation strategies of households,2018-06-19,International Journal of Climate Change Strategies and Management,10.1108/IJCCSM-04-2016-0039,2-s2.0-85033566415,85033566415,27,https://api.elsevier.com/content/abstract/scopus_id/85033566415
"Climate variability, perceptions of pastoralists and their adaptation strategies: Implications for livestock system and diseases in Borana zone",2018-06-19,International Journal of Climate Change Strategies and Management,10.1108/IJCCSM-06-2017-0143,2-s2.0-85045831597,85045831597,42,https://api.elsevier.com/content/abstract/scopus_id/85045831597
"Behavioural approaches of rural women farmers to mitigation and adaptation measures of climate change in Abia State, Nigeria",2018-06-18,University Initiatives in Climate Change Mitigation and Adaptation,10.1007/978-3-319-89590-1_7,2-s2.0-85053224745,85053224745,6,https://api.elsevier.com/content/abstract/scopus_id/85053224745
Artisan fishers’ perception of climate change and disasters in coastal Bangladesh,2018-06-07,Journal of Environmental Planning and Management,10.1080/09640568.2017.1339026,2-s2.0-85021999597,85021999597,35,https://api.elsevier.com/content/abstract/scopus_id/85021999597
Farm household typology and adoption of climate-smart agriculture practices in smallholder farming systems of southern Africa,2018-06-07,African Journal of Science Technology Innovation and Development,10.1080/20421338.2018.1471027,2-s2.0-85047491009,85047491009,60,https://api.elsevier.com/content/abstract/scopus_id/85047491009
Vulnerability assessment of rural households to Urmia Lake drying (the case of Shabestar region),2018-06-04,Sustainability Switzerland,10.3390/su10061862,2-s2.0-85048081625,85048081625,25,https://api.elsevier.com/content/abstract/scopus_id/85048081625
Cultivating climate resilience: A participatory assessment of organic and conventional rice systems in the Philippines,2018-06-01,Renewable Agriculture and Food Systems,10.1017/S1742170517000709,2-s2.0-85046149372,85046149372,36,https://api.elsevier.com/content/abstract/scopus_id/85046149372
"Analyzing Herder Adaptive Capacity to Climate Change: A Case Study from an Ecologically Fragile Area in Inner Mongolia, People’s Republic of China",2018-06-01,Human Ecology,10.1007/s10745-018-9991-0,2-s2.0-85044296308,85044296308,10,https://api.elsevier.com/content/abstract/scopus_id/85044296308
Knowledge politics in participatory climate change adaptation research on agroecology in Malawi,2018-06-01,Renewable Agriculture and Food Systems,10.1017/S1742170518000017,2-s2.0-85045205763,85045205763,87,https://api.elsevier.com/content/abstract/scopus_id/85045205763
"Factors influencing farmers’ climate change adaptation in Northern Ghana: Evidence from subsistence farmers in sissala west, Ghana",2018-06-01,Journal of Environmental Science and Management,,2-s2.0-85050659528,85050659528,12,https://api.elsevier.com/content/abstract/scopus_id/85050659528
Constraints and capacities for novel livelihood adaptation: lessons from agricultural adoption in an African dryland pastoralist system,2018-06-01,Regional Environmental Change,10.1007/s10113-017-1270-x,2-s2.0-85020590789,85020590789,22,https://api.elsevier.com/content/abstract/scopus_id/85020590789
Impacts of climate variability and food price volatility on household income and food security of farm households in East and West Africa,2018-06-01,Agricultural Systems,10.1016/j.agsy.2017.02.006,2-s2.0-85013801144,85013801144,120,https://api.elsevier.com/content/abstract/scopus_id/85013801144
Farmers' perceptions about climate change vulnerabilities and their adaptation measures in District Swat,2018-06-01,Sarhad Journal of Agriculture,10.17582/journal.sja/2018/34.2.311.326,2-s2.0-85053477032,85053477032,11,https://api.elsevier.com/content/abstract/scopus_id/85053477032
"Assessment of climate change vulnerability of farm households in Pyapon District, a delta region in Myanmar",2018-06-01,International Journal of Disaster Risk Reduction,10.1016/j.ijdrr.2018.02.012,2-s2.0-85042386643,85042386643,51,https://api.elsevier.com/content/abstract/scopus_id/85042386643
"Adaptation strategies to floods: A gender-based analysis of the farming-dependent char community in the Padma floodplain, Bangladesh",2018-06-01,International Journal of Disaster Risk Reduction,10.1016/j.ijdrr.2017.12.016,2-s2.0-85040769182,85040769182,22,https://api.elsevier.com/content/abstract/scopus_id/85040769182
"Analysis of observed and perceived climate change and variability in Arsi Negele District, Ethiopia",2018-06-01,Environment Development and Sustainability,10.1007/s10668-017-9934-8,2-s2.0-85015988088,85015988088,44,https://api.elsevier.com/content/abstract/scopus_id/85015988088
Expansion of Commercial Sugarcane Cultivation among Smallholder Farmers in Uganda: Implications for Household Food Security,2018-06-01,Land,10.3390/land7020073,2-s2.0-85071276862,85071276862,28,https://api.elsevier.com/content/abstract/scopus_id/85071276862
How do climate change and associated hazards impact on the resilience of riparian rural communities in Bangladesh? Policy implications for livelihood development,2018-06-01,Environmental Science and Policy,10.1016/j.envsci.2018.02.012,2-s2.0-85042879634,85042879634,112,https://api.elsevier.com/content/abstract/scopus_id/85042879634
"Toward anticipatory adaptation: Transforming social-ecological vulnerabilities in the Okavango Delta, Botswana",2018-06-01,Geographical Journal,10.1111/geoj.12244,2-s2.0-85033694840,85033694840,20,https://api.elsevier.com/content/abstract/scopus_id/85033694840
Perceptions of climate change across the Canadian forest sector: The key factors of institutional and geographical environment,2018-06-01,Plos One,10.1371/journal.pone.0197689,2-s2.0-85048699657,85048699657,27,https://api.elsevier.com/content/abstract/scopus_id/85048699657
Linking livestock snow disaster mortality and environmental stressors in the Qinghai-Tibetan Plateau: Quantification based on generalized additive models,2018-06-01,Science of the Total Environment,10.1016/j.scitotenv.2017.12.230,2-s2.0-85039428875,85039428875,32,https://api.elsevier.com/content/abstract/scopus_id/85039428875
Evaluation of small-scale fishers' perceptions on climate change and their coping strategies: Insights from lake Malawi,2018-06-01,Climate,10.3390/cli6020034,2-s2.0-85046699974,85046699974,53,https://api.elsevier.com/content/abstract/scopus_id/85046699974
"Agricultural intensification scenarios, household food availability and greenhouse gas emissions in Rwanda: Ex-ante impacts and trade-offs",2018-06-01,Agricultural Systems,10.1016/j.agsy.2017.02.007,2-s2.0-85015666024,85015666024,61,https://api.elsevier.com/content/abstract/scopus_id/85015666024
