doi,title,domain_type,process_outcome_domains_raw
10.1016/j.meafoo.2025.100257,Measuring food system resilience in the Peruvian regions of Amazonas and San Martín,neither,not_found
10.1016/j.marpol.2025.106828,Climate change adaptation: Raising fisherwomen's voices to policy making,process_only,knowledge_awareness_learning; participation_coproduction
10.1016/j.rama.2025.08.005,Uninsured Pastoralists - Adoption and Attitudes towards Index-Based Livestock Insurance in Four Kenyan Counties,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.1016/j.agwat.2025.109830,"Farmers agronomic management responses to extreme drought and rice yields in Bihar, India",both,decision_making_planning; yields_productivity
10.1016/j.smallrumres.2025.107576,What strategies would sheep farmers implement to respond to climate change? A cross-national comparison of sheep farming systems in the Mediterranean,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; risk_reduction
10.1016/j.landusepol.2025.107725,Can land fragmentation mitigate the impact of weather shocks? Evidence from rural Vietnam,both,decision_making_planning; yields_productivity
10.17159/2413-3221/2025/v53n5a21390,Adoption Drivers of Climate Smart Irrigation Technologies for Sustainable Production by Smallholder Maize Farmers in Botswana,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods
10.1051/e3sconf/202565102001,Bridging the Living Income Gap for Cocoa and Palm Oil Farmers in Rural Post-Disaster Aceh,both,decision_making_planning; uptake_adoption; risk_reduction; resilience_adaptive_capacity
10.1016/j.agwat.2025.109812,Modeling farmers' climate change adaptation strategies: An integrated SEM-SD approach in Southwest China,process_only,decision_making_planning; institutional_governance
10.1177/21582440251395695,Understanding the Psychological Factors Affecting Vietnamese Ethnic Minority Farmers to Climate Change,process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change
10.1016/j.jafr.2025.102290,Understanding wheat farmers’ climate change adaptation in the Middle East and North Africa: The role of socioeconomic factors and perceptions in decision-making,process_only,decision_making_planning; knowledge_awareness_learning
10.1016/j.ijdrr.2025.105732,Unpacking drought impacts and adaptive strategies in Morocco – perspectives from small-scale farmers,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; risk_reduction
10.11628/ksppe.2025.28.5.559,"Analysis of Constraints in Agricultural Production for Climate Change Adaptation in Thanh Phu District, Mekong Delta Vietnam",process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services
10.1016/j.jenvman.2025.127164,Small dams for climate Adaptation: Evidence from Ghana's one-village-one-dam program for water security and agro-pastoral resilience in semi-arid Africa,both,decision_making_planning; uptake_adoption; risk_reduction; resilience_adaptive_capacity
10.1016/j.regsus.2025.100259,Integrating farmers’ perceptions and empirical climate data to assess agricultural productivity and food security in coastal Bangladesh,both,knowledge_awareness_learning; yields_productivity
10.1016/j.agwat.2025.109789,Adaptations in agricultural water management in arid regions: Modelling farmer behaviour and cooperation on irrigation sustainability in Morocco,process_only,decision_making_planning; institutional_governance
10.20961/carakatani.v40i4.101376,Evaluating Agricultural Sustainability in Permaculture Farms: A Multidimensional Approach for Resilient Farming Systems,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods
10.31893/multiscience.2025484,Strengthening group leadership and farmer independence through optimizing the role of information communication technology (ICT),both,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services; wellbeing
10.18280/ijdne.201013,Sustainability Issues and Possibilities in Smallholder Ginger Production in Tropical Highland Agroclimatic Conditions,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction
10.48165/ijee.2025.61412,"Factors Influencing the Adaptation Behaviour of Rice Growers to Climate Change in Andhra Pradesh, India",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets
10.48165/ijee.2025.61420,Climate Resilient Farming: Influence of Livelihood Assets on Agrochemical vs Organic Input Use in Coastal India,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.7226/jtfm.31.3.229,Determinants of Cashew Agroforestry Adoption Among Smallholder Farmers in the Gambia: Implications for Resilient Farming Systems,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; access_information_services; risk_reduction; resilience_adaptive_capacity
10.24259/fs.v9i2.43675,"Adaptive Water Management Strategies for Subsistence Rice Farming Under Projected Rainfall Variability in Drought-Risk Khon Kaen, Thailand",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods
10.5194/nhess-25-3505-2025,Predicting Soil Salinity in the Red River Delta (Vietnam) Using Machine Learning and Assessing Farmers' Adaptive Capacity,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services
10.18006/2025.13(4).531.537,Multidimensional Analysis of Meteorological Information as a Lever for Adoption of Climate-Smart Agricultural Practices: a Case Study in Senegal,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1016/j.envsci.2025.104153,Adaptive capacity and climate resilience of mountain pastoralist communities under extreme weather stress,process_only,decision_making_planning; behavioral_change; institutional_governance
10.1016/j.ecolecon.2025.108611,"Climate adaptation, perceived resilience, and household wellbeing: Comparative evidence from Kenya and Zambia",both,decision_making_planning; yields_productivity; income_assets; wellbeing
10.1016/j.envdev.2025.101295,"Perception, bias, and adaptation: Role of indigenous knowledge in dual climate-stressed farming communities of Assam, India",process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change
10.1016/j.wdp.2025.100698,The dynamics of crop diversity and seed use in the context of recurrent climate shocks and poverty: Seasonal panel data evidence from rural Uganda,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.5304/jafscd.2025.142.020,Unpacking innovation demands for climate-resilient mixed farming systems in Sub-Saharan Africa: A case of northern Ghana,both,decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction
10.5304/jafscd.2025.144.011,Adapting to climate change on the farm: Experiences of small-scale ecological farmers in two regions of China,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; livelihoods; wellbeing; risk_reduction
